INSTNM,CITY,STABBR,ZIP,LATITUDE,LONGITUDE,CCUGPROF,ADM_RATE,SAT_AVG,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,UGDS,UG_NRA,UG_UNKN,UG_WHITENH,UG_BLACKNH,UG_API,UG_AIANOLD,UG_HISPOLD,COSTT4_A,COSTT4_P,PCTFLOAN,GRAD_DEBT_MDN,FEMALE,MEDIAN_HH_INC,UGDS_MEN,UGDS_WOMEN,PCT_WHITE,PCT_BLACK,PCT_ASIAN,PCT_HISPANIC,PCT_BA,PCT_GRAD_PROF,PCT_BORN_US,MD_EARN_WNE_P10,MD_EARN_WNE_P6,TRANS_4,CONTROL,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,UGDS_WHITENH,UGDS_BLACKNH,UGDS_API,UGDS_AIANOLD,UGDS_HISPOLD
Drexel University,Philadelphia,PA,19104,39.954855,-75.188745,15,0.7474,1214,0,0.0052,0.0116,0,0.0199,0,0.048,0.0039,0.0061,0.1924,0.0072,0,0,0.0075,0.0077,0.0168,0,0.0522,0.0066,0,0.0141,0.0072,0.0017,0,0.0094,0,0.0248,0.0066,0,0.0237,0,0,0,0,0.0803,0.2603,0.1847,0.0022,16227,0.061,0.1224,0.5793,0.0922,0.1233,0.0025,0.0194,66078,NULL,0.5382,26243,0.551936181,74533.27,0.5308,0.4692,78.52999878,13.14999962,4.21999979,5.119999886,18.55999947,11.75,89.44000244,66600,52200,0,2,0.5426,0.066,0.058,0.1414,0.0012,0.0063,0.0295,0.1328,0.0222,0.6159,0.0833,0.1242,0.0045,0.0341
Du Bois Business College-Du Bois,Du Bois,PA,15801,41.124713,-78.756002,4,NULL,NULL,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.0444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222,0.3556,0.3778,0,123,0,0,0.9798,0.0022,0.0135,0,0.0045,17042,NULL,0.5575,17931,0.779816514,45080.68,0.2439,0.7561,97.58999634,1.269999981,0.270000011,0.579999983,7.940000057,4.409999847,98.91000366,22200,22000,NULL,3,0.9919,0,0.0081,0,0,0,0,0,0,0,0,0,0,0
Duquesne University,Pittsburgh,PA,15282,40.437496,-79.993046,14,0.7563,1138,0,0.0062,0,0,0.0636,0,0.0248,0,0.0574,0,0,0.0062,0,0,0.014,0.0264,0,0.0853,0.0132,0,0.0078,0,0.0039,0.0008,0.0155,0,0.0528,0,0,0.0403,0,0,0,0,0.0365,0.2537,0.2762,0.0155,5943,0.0335,0.0877,0.8025,0.0407,0.0151,0.0016,0.0189,45754,NULL,0.6444,27000,0.655857317,61274.66,0.3788,0.6212,90.25,6.559999943,1.460000038,1.720000029,16.80999947,9.909999847,95.63999939,56300,45400,0,2,0.8141,0.0475,0.0316,0.0219,0.0005,0.0008,0.0308,0.0427,0.0101,0.8288,0.0357,0.0192,0.0024,0.0166
East Stroudsburg University of Pennsylvania,East Stroudsburg,PA,18301-2999,40.99622,-75.172614,11,0.8404,945,0,0,0,0,0.0421,0.023,0.0207,0,0.0919,0,0,0.0138,0,0,0.0291,0,0,0.0911,0.013,0,0.0107,0.1103,0.0031,0,0.0191,0,0.085,0.0459,0.0176,0.0498,0,0,0,0,0.0199,0.1455,0.1501,0.0184,6105,0.0068,0,0.9121,0.038,0.0142,0.0019,0.027,22595,NULL,0.6687,25000,0.554378935,69357.81,0.4426,0.5574,89.91999817,4.769999981,2.019999981,4.699999809,15.18000031,8.520000458,92.66999817,43300,33100,0,1,0.6639,0.1392,0.1161,0.0187,0.0015,0.0015,0.0411,0.01,0.008,0.753,0.0593,0.0154,0.0035,0.0582
Eastern University,Saint Davids,PA,19087-3696,40.052306,-75.370268,13,0.5223,1026,0,0.0016,0,0,0.0238,0,0,0,0.1585,0,0,0.0048,0,0,0.0174,0.1632,0,0.0301,0.0048,0,0,0.0222,0.0079,0.0808,0.0016,0,0.0507,0,0.0586,0.0238,0,0,0,0,0.0301,0.1094,0.187,0.0238,2163,0.0167,0.0417,0.7513,0.1378,0.0128,0.002,0.0378,42985,NULL,0.7155,26500,0.708365911,68457.57,0.2977,0.7023,77.25,15.64999962,2.75999999,5.289999962,16.03000069,9.380000114,91.79000092,40500,33300,0,2,0.5016,0.2252,0.1738,0.018,0.0037,0.0009,0.006,0.0236,0.0472,0.5995,0.211,0.0164,0.002,0.1112
Edinboro University of Pennsylvania,Edinboro,PA,16444-0001,41.869978,-80.126363,11,0.957,950,0,0.0035,0,0.0009,0.046,0,0.0265,0,0.1202,0,0.0133,0.0044,0,0,0.0239,0.0849,0,0.0256,0.0115,0,0,0.0575,0.0027,0,0.0265,0,0.0628,0.0672,0.0327,0.0645,0,0,0,0,0.1229,0.1052,0.0875,0.0097,5141,0.0246,0,0.893,0.0516,0.006,0.0027,0.0221,20722,NULL,0.7718,27000,0.56853353,52799.06,0.4209,0.5791,91.68000031,5.679999828,0.790000021,1.610000014,12.85000038,7.360000134,96.76999664,35200,25000,0,1,0.8127,0.0766,0.0265,0.0119,0.0021,0.0002,0.0362,0.0177,0.0161,0.8709,0.0865,0.0098,0.0035,0.0181
Elizabethtown College,Elizabethtown,PA,17022-2298,40.150372,-76.594175,14,0.7072,1125,0,0,0,0,0.0693,0,0.0223,0,0.0941,0.0668,0,0.0074,0,0,0.0446,0,0,0.1213,0.0297,0,0,0,0.005,0,0.0124,0,0.0446,0,0.0347,0.0792,0,0,0,0,0.0347,0.1312,0.1955,0.0074,1762,0.0351,0,0.92,0.0137,0.0148,0.0016,0.0148,51469,NULL,0.7248,27000,0.677356657,70213.56,0.378,0.622,90.66000366,4.690000057,1.870000005,3.369999886,16.20000076,9.350000381,94.43000031,49100,40900,0,2,0.8604,0.0295,0.0352,0.0193,0.0028,0.0011,0.0187,0.0329,0,0,0,0,0,0
Empire Beauty School-State College,State College,PA,16801,40.787437,-77.856,-2,NULL,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0.1481,0.8333,0.0185,0,0,0,NULL,17679,0.7021,10616,0.947220663,50115.48,0.05,0.95,95.55000305,1.830000043,1.309999943,1.059999943,12.40999985,9.300000191,96.98000336,19100,15900,NULL,3,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-Lebanon,Lebanon,PA,17042,40.31185,-76.424711,-2,NULL,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0.0385,0.75,0.0385,0.0192,0.0192,0.1346,NULL,19342,0.7612,10310,0.937400951,55037.1,0.0303,0.9697,89.51000214,5.409999847,1.080000043,5.820000172,9.779999733,5.960000038,95.05000305,17200,15100,NULL,3,0.7273,0,0.2424,0.0303,0,0,0,0,0,0,0,0,0,0
Empire Beauty School-York,York,PA,17402,39.973009,-76.67473,-2,NULL,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0.0808,0.6768,0.1616,0,0,0.0808,NULL,18537,0.7619,11829,0.942404007,58640.04,0.027,0.973,80.16000366,15,1.289999962,3.890000105,13.69999981,6.840000153,95.29000092,17800,14900,NULL,3,0.3874,0.1802,0.1261,0.009,0,0.009,0,0,0.2883,0,0,0,0,0
Empire Beauty School-Lancaster,Lancaster,PA,17603,40.038254,-76.354069,-2,NULL,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0.0139,0.875,0.0417,0,0,0.0694,NULL,18569,0.6981,11375,0.93843985,61835.44,0.0588,0.9412,90.16000366,3.519999981,1.370000005,6.599999905,13.02000046,6.679999828,94.11000061,20600,16700,NULL,3,0.6118,0.0588,0.2941,0,0,0,0.0118,0,0.0235,0,0,0,0,0
Empire Beauty School-Williamsport,Williamsport,PA,17701,41.249257,-76.966783,-2,NULL,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0.0755,0.8679,0.0472,0,0.0094,0,NULL,17620,0.678,10310,0.937400951,48844.94,0,1,88.09999847,9.470000267,0.879999995,0.860000014,12.61999989,6.96999979,97.36000061,17200,15100,NULL,3,0.5806,0.0645,0,0,0,0,0,0,0.3548,0,0,0,0,0
Empire Beauty School-Shamokin Dam,Shamokin Dam,PA,17876,40.85431,-76.816161,-2,NULL,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0.1132,0.7736,0.0377,0,0.0189,0.0566,NULL,18324,0.7231,11375,0.93843985,49126.38,0,1,96.87000275,1.460000038,0.50999999,1.169999957,8.829999924,5.340000153,98.12999725,20600,16700,NULL,3,0.9063,0,0.0313,0,0,0,0.0313,0,0.0313,0,0,0,0,0
Empire Beauty School-Pottsville,Pottsville,PA,17901,40.694188,-76.190775,-2,NULL,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0.05,0.95,0,0,0,0,NULL,18275,0.6974,10616,0.947220663,68625.78,0.0513,0.9487,73.83999634,17.45000076,3.470000029,7.53000021,17.73999977,7.429999828,88.33999634,19100,15900,NULL,3,0.7179,0.0256,0.0513,0,0,0,0.0256,0,0.1795,0,0,0,0,0
Empire Beauty  School-Lehigh Valley,Whitehall,PA,18052,40.63006,-75.485471,-2,NULL,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0.0244,0.7805,0.0122,0.0122,0.0122,0.1585,NULL,18740,0.7436,11375,0.93843985,59293.36,0.0702,0.9298,67.09999847,26.64999962,1.830000043,5.389999866,13.43000031,8.279999733,92.33000183,20600,16700,NULL,3,0.3596,0.1579,0.3158,0,0,0.0088,0.0877,0,0.0702,0,0,0,0,0
Empire Beauty School-Gwinnett,Lawrenceville,GA,30044-3045,33.939848,-84.12386,-2,NULL,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0.9048,0,0,0,0.0952,NULL,18885,0.6838,10616,0.947220663,68625.78,0.037,0.963,73.83999634,17.45000076,3.470000029,7.53000021,17.73999977,7.429999828,88.33999634,19100,15900,NULL,3,0.0519,0.7778,0.0593,0.0148,0,0,0.0296,0,0.0667,0,0,0,0,0
Empire Beauty School-Wyoming Valley,Moosic,PA,18507,41.374143,-75.700029,-2,NULL,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0.0345,0.908,0.023,0.0115,0,0.023,NULL,17877,0.7213,11829,0.942404007,53670.83,0.0616,0.9384,69.08000183,23.82999992,2.119999886,6.090000153,12.68000031,6.840000153,92.23999786,17800,14900,NULL,3,0.7123,0.0548,0.1027,0,0,0,0.0068,0,0.1233,0,0,0,0,0
Empire Beauty School-Warminster,Warminster,PA,18974,40.202118,-75.1003,-2,NULL,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0.1,0.61,0.27,0.01,0,0.01,NULL,18367,0.5644,11004.5,0.928156146,80279.34,0.1154,0.8846,81.36000061,13.38000011,2.720000029,2.75,20.23999977,11.85999966,92.30000305,15700,15300,NULL,3,0.6731,0.25,0.0192,0,0,0,0.0192,0,0.0385,0,0,0,0,0
Empire Beauty School-Harrisburg,Harrisburg,PA,17109,40.293558,-76.829363,-2,NULL,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0.0533,0.48,0.32,0.08,0.0133,0.0533,NULL,18571,0.6866,10310,0.937400951,57728.57,0.0545,0.9455,78.08000183,15.88000011,1.840000033,4.510000229,14.01000023,7.840000153,94.05000305,17200,15100,NULL,3,0.3636,0.2,0.0818,0.0636,0,0,0.1091,0,0.1818,0,0,0,0,0
Empire Beauty School-Reading,Reading,PA,19605,40.37011,-75.925551,-2,NULL,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.0364,0.6909,0.1091,0,0,0.1636,NULL,18531,0.7011,11829,0.942404007,58305.04,0.04,0.96,71.80999756,18.40999985,1.409999967,11.05000019,12.81999969,6.320000172,91.25,17800,14900,NULL,3,0.41,0.11,0.4,0.01,0.02,0,0.04,0,0.01,0,0,0,0,0
Erie Institute of Technology Inc,Erie,PA,16565,42.067417,-80.094041,4,NULL,NULL,0,0,0,0,0,0,0.2521,0,0,0,0.7479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0.96,0.04,0,0,0,23387,NULL,0.7802,12081,0.099447514,49275.78,0.9266,0.0734,91.76000214,5.349999905,0.589999974,2.130000114,11.35000038,6.539999962,96.68000031,29800,25900,NULL,3,0.8687,0.0811,0.0502,0,0,0,0,0,0,0.8817,0.0681,0.0251,0.0108,0.0143
Evangelical Theological Seminary,Myerstown,PA,17067-1222,40.372981,-76.306252,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,PrivacySuppressed,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Faith Theological Seminary,Baltimore,MD,21212-2624,39.3718,-76.606111,10,0.64,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30850,NULL,0.2273,PrivacySuppressed,0.47826087,NULL,0.5362,0.4638,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,0.058,0.6377,0.0145,0.1449,0,0,0,0.1449,0,NULL,NULL,NULL,NULL,NULL
Aria Health School of Nursing,Trevose,PA,19053-6939,40.125175,-74.978275,-2,0.6875,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,234,0,0,0.8,0.125,0.05,0,0.025,23539,NULL,0.9816,28121,0.772727273,56699.74,0.1752,0.8248,74.94000244,15.18999958,4.010000229,7.119999886,11.76000023,6.230000019,87.12000275,64700,58700,NULL,2,0.7137,0.141,0.0427,0.047,0.0085,0.0214,0.0256,0,0,0,0,0,0,0
Franklin and Marshall College,Lancaster,PA,17604-3003,40.048045,-76.319037,14,0.3226,NULL,0,0.0416,0,0.0253,0,0,0.0127,0,0,0,0,0.0506,0,0,0.0669,0,0,0.1248,0.0217,0,0.1031,0,0.0127,0,0.0561,0,0.0542,0,0,0.2206,0,0,0,0,0.0325,0.0271,0.132,0.0181,2219,0.0788,0,0.8277,0.0307,0.037,0.0011,0.0248,63172,NULL,0.4264,22000,0.533444816,85312.46,0.4817,0.5183,83.55999756,8.140000343,3.630000114,6.900000095,21.5,15.26000023,88.69000244,53600,41400,0,2,0.5872,0.0604,0.0802,0.0482,0.0009,0.0005,0.0207,0.1415,0.0604,0.6775,0.0394,0.0446,0.0052,0.0493
Gannon University,Erie,PA,16541-0001,42.126111,-80.086258,12,0.7577,1035,0,0.0032,0,0.0032,0.0145,0.0129,0.0032,0.0032,0.0145,0.0419,0,0,0,0.0258,0.0081,0.0194,0,0.0823,0.0016,0,0.0129,0.0919,0.0032,0.0016,0.0161,0,0.0306,0.0484,0.0161,0.0129,0,0,0,0,0.0048,0.3661,0.1452,0.0161,2661,0.0267,0,0.9194,0.0324,0.0101,0.0032,0.0081,40307,NULL,0.6056,27000,0.636363636,54310.26,0.4423,0.5577,91.26000214,5.840000153,0.870000005,1.830000043,13.43999958,7.760000229,96.37000275,45800,37900,0.2207,2,0.7621,0.053,0.0286,0.0162,0.0023,0.0026,0.0207,0.0879,0.0267,0.8415,0.0625,0.0162,0.0027,0.0189
Geneva College,Beaver Falls,PA,15010-3599,40.773474,-80.352545,10,0.733,1058,0,0.0026,0,0,0.0488,0,0.0154,0,0.1003,0.09,0,0,0,0,0.0206,0,0,0.0617,0.0051,0,0.0386,0.0231,0.0026,0.1105,0.0154,0,0.0488,0,0.1157,0.0257,0,0,0,0,0.0129,0.0231,0.2314,0.0077,1459,0.0206,0.0085,0.7901,0.1552,0.0075,0.0035,0.0146,35995,NULL,0.8229,25250,0.514138818,55668.91,0.4928,0.5072,87.83999634,9.010000229,1.100000024,1.75999999,13.48999977,7.550000191,96.5,38900,31800,0.2047,2,0.8417,0.0864,0.011,0.0027,0.0007,0.0007,0.0329,0.0075,0.0164,0,0,0,0,0
Gettysburg College,Gettysburg,PA,17325,39.836091,-77.234982,14,0.3977,NULL,0,0.0522,0,0.0212,0,0,0,0,0.0049,0,0,0.0277,0,0,0.0832,0,0,0.1452,0.0359,0,0.0359,0,0.0408,0,0.0326,0,0.0832,0,0,0.2447,0,0,0,0,0.0424,0,0.0816,0.0685,2442,0.0233,0,0.9329,0.0197,0.0116,0.0018,0.0107,60320,NULL,0.5623,22000,0.534615385,84885.01,0.4738,0.5262,86.45999908,7.28000021,3.00999999,4.349999905,20.76000023,14.52000046,90.62999725,53400,41300,0.1463,2,0.7867,0.0319,0.052,0.0221,0.0008,0,0.0242,0.0536,0.0287,0.8298,0.0463,0.0202,0.0008,0.0317
Empire Beauty School-NE Philadelphia,Philadelphia,PA,19154,40.085007,-74.971808,-2,NULL,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0.0148,0.4222,0.237,0.0222,0.0074,0.2963,NULL,19763,0.6481,12041,0.942208904,56952.2,0.0611,0.9389,69.19999695,18.27000046,4.670000076,10.34000015,11.64999962,6.059999943,85.08999634,21000,19900,NULL,3,0.313,0.3588,0.1985,0.0153,0,0.0076,0,0,0.1069,0,0,0,0,0
Gratz College,Melrose Park,PA,19027-3010,40.065782,-75.133025,5,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,NULL,NULL,0.375,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.4,0.6,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,2,1,0,0,0,0,0,0,0,0,0.9,0.075,0,0,0.025
Gwynedd Mercy University,Gwynedd Valley,PA,19437-0901,40.197566,-75.238052,11,0.685,924,0,0,0,0,0.0063,0,0.0127,0,0.0365,0,0,0,0,0,0.0032,0.0032,0,0.0143,0.0048,0,0.0048,0,0.0016,0,0,0,0.0206,0.0317,0.019,0,0,0,0,0,0,0.5769,0.2599,0.0048,1935,0.0286,0,0.8227,0.0963,0.028,0.0012,0.0232,43750,NULL,0.7282,25000,0.782178218,72929.99,0.2475,0.7525,80.38999939,13.05000019,3.390000105,3.519999981,18.18000031,10.42000008,91.62000275,53300,47900,0,2,0.568,0.2305,0.046,0.0486,0.0036,0,0,0.0005,0.1028,0.6881,0.2081,0.0202,0.0028,0.0146
Harcum College,Bryn Mawr,PA,19010-3470,40.022145,-75.313909,3,NULL,NULL,0.0148,0,0,0,0,0,0,0,0.0197,0,0,0,0.1232,0,0,0.0222,0,0,0,0,0,0.0099,0,0,0,0,0,0.0468,0.0788,0,0,0,0,0,0.0123,0.6576,0.0148,0,1556,0.0422,0,0.7156,0.1853,0.033,0.0055,0.0183,33616,NULL,0.7972,20000,0.784189723,61681.28,0.1857,0.8143,65.43000031,27.52000046,3.210000038,4.190000057,14.97999954,9.449999809,91.55999756,40200,33300,NULL,2,0.3239,0.5135,0.0893,0.0174,0.0006,0.0006,0.0058,0.0096,0.0392,0.414,0.4031,0.0291,0.0027,0.0719
Harrisburg Area Community College-Harrisburg,Harrisburg,PA,17110-2999,40.298256,-76.886341,1,NULL,NULL,0.0027,0.0022,0.0036,0,0.0027,0.0018,0.0431,0.0121,0.0364,0.0058,0.0243,0,0.004,0.0306,0,0.1079,0,0.0067,0.0004,0,0,0,0.0013,0,0.0049,0,0.018,0.0584,0.0216,0.0413,0.0274,0.0265,0.0027,0,0.0319,0.2908,0.1906,0,17235,0.0123,0.0078,0.8336,0.0887,0.0337,0.0022,0.0217,13852,NULL,0.5166,19662.5,0.614013304,59347.94,0.3643,0.6357,87.33000183,7.369999886,1.379999995,4.78000021,13.06000042,7.010000229,94.81999969,33600,27400,NULL,1,0.6771,0.1168,0.1046,0.0324,0.0035,0.0019,0.0283,0.0196,0.0159,0,0,0,0,0
Haverford College,Haverford,PA,19041-1392,40.013368,-75.302562,14,0.2457,1433,0,0,0.0201,0.0101,0,0,0.0436,0,0,0,0,0.0772,0,0,0.0872,0,0,0.094,0.0638,0,0.0201,0,0.0336,0,0.1443,0,0.094,0,0,0.2215,0,0,0,0,0.0268,0,0,0.0638,1229,0.0282,0,0.7515,0.0564,0.1022,0.0035,0.0581,64226,NULL,0.2077,13000,0.509578544,79754.75,0.4858,0.5142,77.34999847,10.80000019,5.119999886,10.39000034,22.12000084,17.21999931,85.16000366,56300,35400,0.0712,2,0.607,0.0708,0.0952,0.0976,0.0024,0,0.0407,0.0692,0.0171,0,0,0,0,0
Commonwealth Technical Institute,Johnstown,PA,15905-3092,40.304332,-78.947916,4,NULL,NULL,0,0,0,0,0,0.0608,0,0.1547,0,0,0.0884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1602,0.0718,0,0,0,0.1271,0.337,0,177,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30769,NULL,0,PrivacySuppressed,0.286585366,50559.11,0.678,0.322,91.13999939,6.03000021,0.819999993,2.099999905,10.36999989,5.710000038,96.72000122,14200,14200,NULL,2,0.7288,0.0847,0.0282,0,0,0,0.0113,0,0.1469,0,0,0,0,0
Holy Family University,Philadelphia,PA,19114-2009,40.060414,-74.990365,7,0.7395,915,0,0,0,0,0.0161,0,0,0,0.0905,0,0,0,0,0,0.006,0,0,0.0342,0.004,0,0,0.0141,0.002,0,0,0,0.0805,0.0765,0,0.0141,0,0,0,0,0.008,0.4728,0.173,0.008,1824,0,0.0061,0.9064,0.0312,0.0301,0.0022,0.024,35126,NULL,0.6569,27000,0.751559252,61868.46,0.2582,0.7418,78.70999908,12.52999973,3.839999914,5.960000038,12.86999989,6.829999924,88.30999756,48900,41400,0.3147,2,0.625,0.0866,0.0702,0.0367,0.0011,0,0,0.0005,0.1798,0.5644,0.051,0.037,0.0048,0.0356
Hussian College School of Art,Philadelphia,PA,19106,39.952851,-75.147292,11,0.246,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72,0,0.0085,0.8376,0.0598,0.0171,0,0.0769,26456,NULL,0.8987,27000,0.59,71477.63,0.4583,0.5417,83.19000244,10.28999996,3.069999933,3.819999933,17.12999916,9.010000229,92.23999786,28300,22200,0.35,3,0.5833,0.2222,0.1389,0.0417,0,0,0,0,0.0139,0.5878,0.084,0,0,0
Brightwood Career Institute-Pittsburgh,Pittsburgh,PA,15222,40.44424,-79.996971,4,NULL,NULL,0,0,0,0,0,0,0.0047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0943,0,0,0.0755,0.1085,0.0849,0,0,0.5849,0.0472,0,512,0,0,0.6993,0.283,0.0044,0.0089,0.0044,NULL,27392,0.7042,11395,0.6656,44357.99,0.3164,0.6836,75.52999878,21.54000092,1.039999962,0.949999988,12.35999966,7.809999943,96.69000244,21200,16700,NULL,3,0.2598,0.3516,0.0313,0.0078,0.002,0.0059,0.3184,0,0.0234,0,0,0,0,0
Immaculata University,Immaculata,PA,19345,40.027963,-75.57063,5,0.7861,975,0,0,0,0,0.0215,0,0.0033,0,0.0479,0,0,0,0,0,0.005,0.0033,0,0.0149,0.0033,0,0,0.0314,0,0.0017,0.0033,0,0.0331,0.0281,0,0.0083,0,0,0,0,0.0033,0.6298,0.157,0.005,1693,0.0202,0.0126,0.8364,0.0946,0.0161,0.0027,0.0175,50458,NULL,0.5851,27000,0.731343284,74355.43,0.2723,0.7277,80.43000031,13.43000031,2.700000048,4.150000095,18.43000031,10.43999958,92.23000336,51800,41400,0.2273,2,0.7389,0.1429,0.0543,0.0177,0.0006,0.0006,0.0195,0.0077,0.0177,0.7108,0.1274,0.021,0.0064,0.0217
Indiana University of Pennsylvania-Main Campus,Indiana,PA,15705-1098,40.615589,-79.159869,10,0.8834,955,0,0,0.003,0.0037,0.0584,0,0.0142,0.0296,0.0483,0,0.0281,0.0056,0.0479,0,0.0258,0.006,0,0.0296,0.0067,0,0.0198,0.0606,0.0075,0,0.0138,0,0.0408,0,0,0.1549,0,0,0,0,0.07,0.0857,0.2293,0.0108,11297,0.0186,0,0.9019,0.0606,0.0089,0.0018,0.0082,23065,NULL,0.732,27000,0.559381588,54158.04,0.4477,0.5523,89.73000336,7.320000172,1.179999948,1.669999957,13.07999992,7.619999886,96.44999695,39000,29400,0,1,0.751,0.1213,0.0416,0.0096,0.001,0.0003,0.0368,0.0314,0.007,0.7964,0.1097,0.011,0.0024,0.0201
Jameson Health System,New Castle,PA,16105-2595,41.013434,-80.351753,-2,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54,0,0,0.9231,0.0615,0.0154,0,0,NULL,NULL,0.7791,12000,0.838709677,49032.4,0.1667,0.8333,94.05000305,4.329999924,0.389999986,0.819999993,11.23999977,5.579999924,97.80999756,53900,47600,NULL,2,0.9259,0.0185,0.037,0,0,0,0.0185,0,0,0,0,0,0,0
